manifest_index,project_id,project,tool,repetition,execution_status,terminal,returncode,attempt,started_at,ended_at,error_class,error_excerpt,source_run_dir,reservation_depth,canonical_state_present
47,crust__kd3,kd3,crust,0,failed,True,1,1,2026-08-05T18:38:51.537282Z,2026-08-05T19:31:28.782725Z,,"[codeweaver] project=crust__kd3 app_id=full-crust__kd3-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__kd3/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__kd3/rep0,2,True
47,crust__kd3,kd3,crust,1,completed,True,0,1,2026-08-05T18:38:51.552498Z,2026-08-05T21:10:05.220077Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__kd3/rep1,2,True
47,crust__kd3,kd3,crust,2,failed,True,1,1,2026-08-05T19:31:28.796430Z,2026-08-05T20:11:39.708790Z,,"[codeweaver] project=crust__kd3 app_id=full-crust__kd3-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__kd3/rep2/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__kd3/rep2,2,True
48,crust__lambda-calculus-eval,lambda-calculus-eval,crust,0,failed,True,1,1,2026-08-05T20:11:39.715835Z,2026-08-05T21:50:56.757748Z,,"alculus-eval-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__lambda-calculus-eval/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=9 M0 iter=1 passed=False M0 iter=2 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=False M9 iter=2 passed=False M9 iter=3 passed=False M9 iter=4 passed=False M9 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__lambda-calculus-eval/rep0,2,True
48,crust__lambda-calculus-eval,lambda-calculus-eval,crust,1,completed,True,0,1,2026-08-05T20:26:02.388687Z,2026-08-05T23:34:48.280644Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__lambda-calculus-eval/rep1,2,True
48,crust__lambda-calculus-eval,lambda-calculus-eval,crust,2,completed,True,0,1,2026-08-05T20:36:46.574174Z,2026-08-06T00:35:02.080819Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__lambda-calculus-eval/rep2,2,True
49,crust__leftpad,leftpad,crust,0,completed,True,0,1,2026-08-05T20:41:33.393548Z,2026-08-05T21:50:40.453918Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__leftpad/rep0,2,True
49,crust__leftpad,leftpad,crust,1,completed,True,0,1,2026-08-05T20:43:02.967622Z,2026-08-05T21:44:35.124453Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__leftpad/rep1,2,True
49,crust__leftpad,leftpad,crust,2,completed,True,0,1,2026-08-05T20:47:51.605203Z,2026-08-05T21:17:00.246952Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__leftpad/rep2,2,True
50,crust__lib2bit,lib2bit,crust,0,failed,True,1,1,2026-08-05T20:48:43.557955Z,2026-08-05T21:36:39.942559Z,,"[codeweaver] project=crust__lib2bit app_id=full-crust__lib2bit-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__lib2bit/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__lib2bit/rep0,2,True
50,crust__lib2bit,lib2bit,crust,1,failed,True,1,1,2026-08-05T21:10:05.232215Z,2026-08-05T22:01:03.328849Z,,"[codeweaver] project=crust__lib2bit app_id=full-crust__lib2bit-rep1 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__lib2bit/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__lib2bit/rep1,2,True
50,crust__lib2bit,lib2bit,crust,2,failed,True,1,1,2026-08-05T21:17:00.250904Z,2026-08-05T22:04:26.477117Z,,"[codeweaver] project=crust__lib2bit app_id=full-crust__lib2bit-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__lib2bit/rep2/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__lib2bit/rep2,2,True
51,crust__libbase122,libbase122,crust,0,completed,True,0,1,2026-08-05T21:36:39.949700Z,2026-08-05T23:22:28.302634Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libbase122/rep0,2,True
51,crust__libbase122,libbase122,crust,1,completed,True,0,1,2026-08-05T21:44:35.131874Z,2026-08-05T23:17:37.027130Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libbase122/rep1,2,True
51,crust__libbase122,libbase122,crust,2,completed,True,0,1,2026-08-05T21:50:40.459833Z,2026-08-05T23:35:58.832453Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libbase122/rep2,2,True
52,crust__libbeaufort,libbeaufort,crust,0,completed,True,0,1,2026-08-05T21:50:56.775874Z,2026-08-05T22:54:26.567004Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libbeaufort/rep0,2,True
52,crust__libbeaufort,libbeaufort,crust,1,completed,True,0,1,2026-08-05T22:01:03.335380Z,2026-08-05T22:58:23.141611Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libbeaufort/rep1,2,True
52,crust__libbeaufort,libbeaufort,crust,2,completed,True,0,1,2026-08-05T22:04:26.480947Z,2026-08-05T22:59:48.897350Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libbeaufort/rep2,2,True
53,crust__libfor,libfor,crust,0,failed,True,1,1,2026-08-05T22:54:26.584131Z,2026-08-06T02:07:56.566846Z,,"[codeweaver] project=crust__libfor app_id=full-crust__libfor-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libfor/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=12 M0 iter=1 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=True M12 iter=1 passed=True",/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libfor/rep0,2,True
53,crust__libfor,libfor,crust,1,completed,True,0,1,2026-08-05T22:58:23.166225Z,2026-08-06T00:53:57.959103Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libfor/rep1,2,True
53,crust__libfor,libfor,crust,2,completed,True,0,1,2026-08-05T22:59:48.908457Z,2026-08-06T01:22:55.152261Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libfor/rep2,2,True
54,crust__libm17,libm17,crust,0,failed,True,1,1,2026-08-05T23:17:37.039190Z,2026-08-06T02:04:16.642955Z,,"[codeweaver] project=crust__libm17 app_id=full-crust__libm17-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libm17/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=7 M0 iter=1 passed=False M0 iter=2 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=False M7 iter=2 passed=True",/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libm17/rep0,2,True
54,crust__libm17,libm17,crust,1,failed,True,1,1,2026-08-05T23:22:28.316682Z,2026-08-06T02:56:59.894620Z,,"/full/crust__libm17/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=12 M0 iter=1 passed=False M0 iter=2 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=True M12 iter=1 passed=False M12 iter=2 passed=False M12 iter=3 passed=False M12 iter=4 passed=False M12 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libm17/rep1,2,True
54,crust__libm17,libm17,crust,2,failed,True,1,1,2026-08-05T23:34:48.333794Z,2026-08-06T03:12:15.601947Z,,"hard7/full/crust__libm17/rep2/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=15 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=True M12 iter=1 passed=True M13 iter=1 passed=True M14 iter=1 passed=True M15 iter=1 passed=True",/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libm17/rep2,2,True
55,crust__libpgn,libpgn,crust,0,failed,True,1,1,2026-08-05T23:35:58.841553Z,2026-08-06T01:21:37.084935Z,,"[codeweaver] project=crust__libpgn app_id=full-crust__libpgn-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libpgn/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libpgn/rep0,2,True
55,crust__libpgn,libpgn,crust,1,failed,True,1,1,2026-08-06T00:35:02.215920Z,2026-08-06T01:21:56.901403Z,,"[codeweaver] project=crust__libpgn app_id=full-crust__libpgn-rep1 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libpgn/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libpgn/rep1,2,True
55,crust__libpgn,libpgn,crust,2,failed,True,1,1,2026-08-06T00:53:57.979345Z,2026-08-06T01:38:40.374855Z,,"[codeweaver] project=crust__libpgn app_id=full-crust__libpgn-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libpgn/rep2/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libpgn/rep2,2,True
56,crust__libpsbt,libpsbt,crust,0,failed,True,1,2,2026-08-06T03:38:31.466442Z,2026-08-06T04:28:40.890491Z,,"[codeweaver] project=crust__libpsbt app_id=full-crust__libpsbt-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libpsbt/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=7 history_len=9 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=9 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=False M9 iter=2 passed=True",/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libpsbt/rep0,2,True
56,crust__libpsbt,libpsbt,crust,1,failed,True,1,3,2026-08-06T05:43:02.187707Z,2026-08-06T05:54:39.943358Z,,M0 iter=1 passed=False M0 iter=2 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=True M12 iter=1 passed=False M12 iter=2 passed=True M13 iter=1 passed=True M14 iter=1 passed=True M15 iter=1 passed=True M16 iter=1 passed=True M17 iter=1 passed=True M18 iter=1 passed=True M19 iter=1 passed=True M20 iter=1 passed=True M21 iter=1 passed=True M22 iter=1 passed=False M22 iter=2 passed=True M23 iter=1 passed=True M24 iter=1 passed=True,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libpsbt/rep1,2,True
56,crust__libpsbt,libpsbt,crust,2,failed,True,1,3,2026-08-06T05:54:39.946494Z,2026-08-06T05:59:10.403726Z,,"d state at startup: milestone_idx=13 history_len=18 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=13 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=True M12 iter=1 passed=True M13 iter=1 passed=False M13 iter=2 passed=False M13 iter=3 passed=False M13 iter=4 passed=False M13 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libpsbt/rep2,2,True
57,crust__libqueue,libqueue,crust,0,completed,True,0,1,2026-08-06T01:38:40.379025Z,2026-08-06T02:20:17.867128Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libqueue/rep0,2,True
57,crust__libqueue,libqueue,crust,1,failed,True,1,1,2026-08-06T02:04:16.654253Z,2026-08-06T02:31:16.780089Z,,"[codeweaver] project=crust__libqueue app_id=full-crust__libqueue-rep1 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libqueue/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libqueue/rep1,2,True
57,crust__libqueue,libqueue,crust,2,completed,True,0,1,2026-08-06T02:07:56.580893Z,2026-08-06T02:36:46.465365Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libqueue/rep2,2,True
58,crust__libtinyfseq,libtinyfseq,crust,0,completed,True,0,1,2026-08-06T02:20:17.880766Z,2026-08-06T02:56:58.541034Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libtinyfseq/rep0,2,True
58,crust__libtinyfseq,libtinyfseq,crust,1,completed,True,0,1,2026-08-06T02:31:16.789533Z,2026-08-06T03:05:49.223318Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libtinyfseq/rep1,2,True
58,crust__libtinyfseq,libtinyfseq,crust,2,completed,True,0,1,2026-08-06T02:36:46.470304Z,2026-08-06T03:13:59.530488Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard7/full/crust__libtinyfseq/rep2,2,True
59,crust__libutf,libutf,crust,0,completed,True,0,1,2026-08-05T18:20:39.938914Z,2026-08-05T20:23:31.594110Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libutf/rep0,1,True
59,crust__libutf,libutf,crust,1,completed,True,0,1,2026-08-05T18:20:39.938532Z,2026-08-05T21:12:36.551041Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libutf/rep1,1,True
59,crust__libutf,libutf,crust,2,completed,True,0,1,2026-08-05T18:20:39.941646Z,2026-08-05T20:23:20.751648Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libutf/rep2,1,True
60,crust__libvcd,libvcd,crust,0,failed,True,1,1,2026-08-05T18:20:39.945236Z,2026-08-05T19:30:40.149663Z,,"[codeweaver] project=crust__libvcd app_id=full-crust__libvcd-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libvcd/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=1 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=True M1 iter=1 passed=False M1 iter=2 passed=False M1 iter=3 passed=False M1 iter=4 passed=False M1 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libvcd/rep0,1,True
60,crust__libvcd,libvcd,crust,1,failed,True,1,1,2026-08-05T18:20:39.949135Z,2026-08-05T19:50:48.345117Z,,"[codeweaver] project=crust__libvcd app_id=full-crust__libvcd-rep1 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libvcd/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=4 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=False M4 iter=2 passed=False M4 iter=3 passed=False M4 iter=4 passed=False M4 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libvcd/rep1,1,True
60,crust__libvcd,libvcd,crust,2,failed,True,1,1,2026-08-05T18:20:39.947279Z,2026-08-05T20:55:43.318722Z,,"[codeweaver] project=crust__libvcd app_id=full-crust__libvcd-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libvcd/rep2/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=6 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=True M1 iter=1 passed=False M1 iter=2 passed=False M1 iter=3 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=False M6 iter=2 passed=True",/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libvcd/rep2,1,True
61,crust__libwecan,libwecan,crust,0,failed,True,1,1,2026-08-05T19:30:40.171377Z,2026-08-05T20:10:06.018227Z,,"[codeweaver] project=crust__libwecan app_id=full-crust__libwecan-rep0 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libwecan/rep0/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libwecan/rep0,1,True
61,crust__libwecan,libwecan,crust,1,failed,True,1,1,2026-08-05T19:50:48.355868Z,2026-08-05T20:33:16.772258Z,,"[codeweaver] project=crust__libwecan app_id=full-crust__libwecan-rep1 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libwecan/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libwecan/rep1,1,True
61,crust__libwecan,libwecan,crust,2,failed,True,1,1,2026-08-05T20:10:06.022229Z,2026-08-05T20:57:43.025995Z,,"[codeweaver] project=crust__libwecan app_id=full-crust__libwecan-rep2 mock=False db=/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libwecan/rep2/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=0 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__libwecan/rep2,1,True
62,crust__linear-algebra-c,linear-algebra-c,crust,0,failed,True,1,1,2026-08-05T20:23:20.763117Z,2026-08-05T22:37:03.600263Z,,"ded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=11 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=False M0 iter=4 passed=False M0 iter=5 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=False M11 iter=2 passed=False M11 iter=3 passed=False M11 iter=4 passed=False M11 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__linear-algebra-c/rep0,1,True
62,crust__linear-algebra-c,linear-algebra-c,crust,1,failed,True,1,1,2026-08-05T20:23:31.601341Z,2026-08-05T22:07:21.540903Z,,"t__linear-algebra-c/rep1/pipeline/burr.db [codeweaver] loaded state at startup: milestone_idx=0 history_len=0 (idx>0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=11 M0 iter=1 passed=False M0 iter=2 passed=False M0 iter=3 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=True M11 iter=1 passed=False M11 iter=2 passed=False M11 iter=3 passed=False M11 iter=4 passed=False M11 iter=5 passed=False",/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__linear-algebra-c/rep1,1,True
62,crust__linear-algebra-c,linear-algebra-c,crust,2,completed,True,0,1,2026-08-05T20:33:16.777646Z,2026-08-05T22:57:57.762188Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__linear-algebra-c/rep2,1,True
63,crust__ljmm,ljmm,crust,0,completed,True,0,1,2026-08-05T20:55:43.329925Z,2026-08-05T23:07:18.711276Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__ljmm/rep0,1,True
63,crust__ljmm,ljmm,crust,1,failed,True,1,1,2026-08-05T20:57:43.032012Z,2026-08-06T01:06:43.754246Z,,"0 => resumed, not restarted) [codeweaver] finished at terminal: done, history, milestone_idx, report, parity_complete, parity_report -> {}: done=False milestone_idx=12 M0 iter=1 passed=False M0 iter=2 passed=True M1 iter=1 passed=True M2 iter=1 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=False M7 iter=2 passed=True M8 iter=1 passed=False M8 iter=2 passed=True M9 iter=1 passed=False M9 iter=2 passed=True M10 iter=1 passed=False M10 iter=2 passed=True M11 iter=1 passed=True M12 iter=1 passed=False M12 iter=2 passed=False M12 iter=3 passed=False M12 iter=4 passed=False M12 iter=5 passed=True",/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__ljmm/rep1,1,True
63,crust__ljmm,ljmm,crust,2,completed,True,0,1,2026-08-05T21:12:36.560986Z,2026-08-05T23:23:35.004969Z,,,/opt/codeweaver-gpt-sol-comparison/runs-shard2/full/crust__ljmm/rep2,1,True
